prod_id;users;prod_name_long;prod_brand;tags; prod_unit_price ;rating
10588;1519;Sopa Ajinomen instantánea fideos pollo verd. x80g;AJINOMEN;Bases, cremas y sopas;1.550;0
10589;1900;Sopa de ajiaco Knorr x 51 g;KNORR;Bases, cremas y sopas;1.750;7
10590;5313;Sopa De Arroz Con Gallina Maggi x 65 g.;MAGGI;Bases, cremas y sopas;1.250;6
10591;1171;Sopa de Avena con Vegetales MAGGI® De La Huerta Sobre x 70g;MAGGI;Bases, cremas y sopas;2.990;10
10592;6392;Sopa de costilla con fideos Knorr x 58 g;KNORR;Bases, cremas y sopas;1.350;1
10593;8495;Sopa de Fideos Con Costilla Maggi x 65 g.;MAGGI;Bases, cremas y sopas;1.290;3
10594;1066;Sopa de Fideos Con Gallina Maggi x 65 g.;MAGGI;Bases, cremas y sopas;1.290;4
10595;3493;Sopa de minestrone Knorr x 64 g;KNORR;Bases, cremas y sopas;1.750;6
10596;2467;Sopa de pollo con fideos Knorr x 64 g;KNORR;Bases, cremas y sopas;1.350;4
10597;7652;Sopa de Quinua con Vegetales MAGGI® De La Huerta Sobre x 70g;MAGGI;Bases, cremas y sopas;2.990;7
10598;6964;Sopa de sancocho criollo Knorr x 52 g;KNORR;Bases, cremas y sopas;1.750;1
10599;3256;Sopa instantánea con  fideos  gallina criolla Ajinomen x 80g.;AJINOMEN;Bases, cremas y sopas;1.350;9
10600;2023;Sopa Maggi sancocho x 90g;MAGGI;Bases, cremas y sopas;1.850;4
10601;5233;Sopa sabor a pollo Maruchan x 85g;MARUCHAN;Bases, cremas y sopas;1.350;4
10602;7520;Alimento Choco Listo polvo granulado crocante x 250g;CHOCOLISTO;Bebida achocolatada en polvo;6.190;7
10603;7102;Modificador de Leche Chocolisto x 200 g.;CHOCOLISTO;Bebida achocolatada en polvo;3.890;1
10604;4390;Instacrem x 144 g;INSTACREM;Café;4.312;2
10605;6486;NESCAFÉ® Café con Leche Sin Azúcar añadido x 200g;NESCAFE;Café;7.190;3
10606;1121;Sello rojo x 125 g;SELLO ROJO;Café;2.390;1
10607;3322;Café águila roja X 500g;AGUILA ROJA;Café;6.890;0
10608;7536;Café águila roja X 125g;AGUILA ROJA;Café;2.450;2
10609;4288;Café águila roja X 250g;AGUILA ROJA;Café;4.390;10
10610;2221;Café Águila Roja grano x 500g;AGUILA ROJA;Café;9.390;8
10611;9443;Café Buendia Clasico x 50g;BUENDIA;Café;4.990;4
10612;790;Café Buendia Clasico x 85g;BUENDIA;Café;8.190;6
10613;2224;Café Buendia Descafeinado x 85g;BUENDIA;Café;9.390;2
10614;5241;Café Buendia Descafeinado Frasco x 50g;BUENDIA;Café;4.690;9
10615;1181;Café Cappuccino Mocca Colcafé x 108 g.;COLCAFE;Café;5.390;10
10616;9107;Café descafeinado Águila Roja x 250g;AGUILA ROJA;Café;5.990;10
10617;8203;Café instantáneo granulado JBO ;JBO MP;Café;3.490;4
10618;539;Café instantáneo JBO x 50 g;JBO MP;Café;3.190;8
10619;6627;Café Medio Sello Rojo x 250 g.;SELLO ROJO;Café;4.990;9
10620;7057;Café molido JBO x 250g;JBO MP;Café;3.790;6
10621;5832;Café molido Maxima x 500 g;MAXIMA MP;Café;5.990;9
10622;531;Café molido Maxima x 250g;MAXIMA MP;Café;3.190;2
10623;158;Café Nescafé Dolca x 50 g.;NESCAFE;Café;4.090;6
10624;1011;Café NESCAFÉ Tradición X 50g.;NESCAFE;Café;4.790;5
10625;2711;Café oma tradición Colombia X 250 g;OMA;Café;6.190;9
10626;8401;Café oporto X 250g;OPORTO;Café;3.700;3
10627;5514;Aritos quaker chocolate x 230g;QUAKER;Cereales;6.190;2
10628;772;Flips chocolate bolsa x 120g;FLIPS;Cereales;4.290;7
10629;4196;Flp dulce lec bolsa x 14 unds x 120g;FLIPS;Cereales;4.290;0
10630;4069;Granola x 500g;TONING;Cereales;6.790;0
10631;2040;Granola Carolina lonchera surtido x 12 und x 50 g c-u;CAROLINA;Cereales;9.390;8
10632;8210;Granola Cuisine & co chocolate x 300 g;"CUISINE&CO; MP";Cereales;7.990;3
10633;6151;Granola Hello Day cero linaza chía x 300g;HELLO DAY;Cereales;5.390;2
10634;9128;Granola Maizena chocoalmendras barra x 6 und x 18g c-u;MAIZENA;Cereales;5.112;8
10635;3174;Granola Maizena frutos bosque barra x 6 und x 18g c-u;MAIZENA;Cereales;5.112;3
10636;8781;Granola Maizena manzana almendras barra x 6 und x 18g c-u;MAIZENA;Cereales;5.112;8
10637;2361;Granola Maizena surtidas barra x 6 und x 18g c-u;MAIZENA;Cereales;5.112;5
10638;4171;Granola Maxima precio especial x 500g;MAXIMA MP;Cereales;5.490;0
10639;4552;Granola miel Maxima x 400 gr;MAXIMA MP;Cereales;4.690;7
10640;4771;Granola Milo crujientée x 250 g;MILO;Cereales;9.390;1
10641;9008;Granola tradicional Carolina x 500 g;CAROLINA;Cereales;6.390;9
10642;6803;Granola tropical Carolina x 500 g;CAROLINA;Cereales;6.390;9
10643;1446;Barra bitty chocolate relleno frutos rojos x 40g;A1-Integracion;Cereales;6.290;5
10644;1351;Barra bitty chocolate relleno mantequilla mani tron x 40g;A1-Integracion;Cereales;6.290;9
10645;4408;Barra cereal chocapic x6und x 25g c-u;CHOCAPIC;Cereales;6.790;3
10646;7791;Barra cereal Fitness caramelo crujiente x 6 und x 23.5 g c-u;FITNESS;Cereales;6.590;10
10647;9586;Barra cereal Fitness chocolate x 6 und x 23.5 g c-u;FITNESS;Cereales;6.990;10
10648;7441;Barra de Cereal Lyne Tosh x 3 und.x 69 g.;TOSH;Cereales;3.690;2
10649;1129;Barra de Cereal Nueces Tosh x 6 und.x 138 g.;TOSH;Cereales;6.590;3
10650;673;Barra Hatsu fruta deshidratada x 6 und x 150g;HATSU;Cereales;6.392;9
10651;4366;Barra Hatsu frutas vegetales x 6 und x 25g c-u;HATSU;Cereales;6.392;8
10652;7306;Barra Hatsu mango semillas chia x 6 und x 25g c-u;HATSU;Cereales;6.392;1
10653;9839;Quinua Bitty expandida chocolate x 40 g;BITTY;Cereales;6.290;1
10654;5335;Cereal aritos Quaker x 230g;QUAKER;Cereales;5.790;9
10655;8386;Cereal arroz choco fresa Maxima x 320g;MAXIMA MP;Cereales;4.290;5
10656;5149;Cereal corn flakes sin gluten x180g;CORN FLAKES NESTLE;Cereales;5.190;4
10657;5174;Cereal Flips galletas crema x 120g;FLIPS;Cereales;4.390;7
10658;4568;Cereal JBO chocolate barra x6und x23g c-u;JBO MP;Cereales;4.990;5
10659;9150;Cereal JBO frutos rojos barra x6und x23g c-u;JBO MP;Cereales;4.990;4
10660;7411;Cereal JBO nueces barra x6und x23g c-u;JBO MP;Cereales;4.990;8
10661;6952;Cereales Kellogg´s Corn Flakes x200 g.;CORN FLAKES KELLOGGS;Cereales;6.190;2
10662;9973;Chocoexpress doy pack x 200 g;CHOCOEXPRESS;Chocolate de mesa;4.890;2
10663;9853;Chocolate Clavos Canela Resellable Corona 16und x 500gr;CORONA;Chocolate de mesa;6.190;5
10664;3540;Chocolate con azúcar Maxima x 250 g;MAXIMA MP;Chocolate de mesa;2.190;10
10665;9878;Chocolate con azúcar Maxima x 500 g;MAXIMA MP;Chocolate de mesa;3.790;7
10666;1772;Chocolate con Splenda Chocolyne x 156,2 g.;CHOCO LYNE;Chocolate de mesa;6.190;4
10667;6096;Chocolate con Splenda Instantáneo Chocolyne x200g.;CHOCOLYNE;Chocolate de mesa;6.790;7
10668;8203;Chocolate Corona x 250 g;CORONA;Chocolate de mesa;3.290;8
10669;9595;Chocolate Corona delicatto mas suave menos dulce x 142 g;CORONA;Chocolate de mesa;3.990;0
10670;8917;Chocolate de mesa sin azúcar JBO x250g;JBO MP;Chocolate de mesa;5.590;1
10671;9993;Chocolate En Barra Luker Light X 125g;LUKER;Chocolate de mesa;4.190;9
10672;8324;Chocolate En Barra Luker Light Clavos y canela X 125g;LUKER;Chocolate de mesa;4.390;1
10673;9276;Chocolate JBO clavos y canela x 500 g;JBO MP;Chocolate de mesa;4.590;10
10674;1463;Chocolate JBO tradicional x500g;JBO MP;Chocolate de mesa;3.290;4
10675;6782;Chocolate La Especial x 500 g. x 16 Pastillas;LA ESPECIAL;Chocolate de mesa;4.990;2
10676;1676;Chocolate luker amargo x 250g;LUKER;Chocolate de mesa;6.390;8
10677;3523;Chocolate Quesada Clavos y Canelax 500g - Chocolate Quesada  Clavos y Canela x 500g;QUESADA;Chocolate de mesa;5.590;5
10678;9764;Chocolate Quesada con azúcar clavos y canela x 400 g;CHOCOLATADA;Chocolate de mesa;6.190;3
10679;2068;Chocolate quesada vainilla x 500 g;QUESADA;Chocolate de mesa;5.590;7
10680;4226;Chocolate Resellable Corona  x 500g;CORONA;Chocolate de mesa;5.790;10
10681;4855;Chocolate sol bajo azúcar cero colesterol x 16 und x 320g;SOL;Chocolate de mesa;5.990;9
10682;3050;Chocolate Vainilla La Especial x500g.x16 pastillas;LA ESPECIAL;Chocolate de mesa;5.790;8
10683;8091;Cocoa Corona x 230g;CORONA;Chocolate de mesa;4.790;1
10684;5774;Achiote entero Granaroma  x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.260;10
10685;1524;Adobo al ajillo Granaroma x 30 gr;GRANAROMA;Condimentos, caldos y sal;4.790;2
10686;1764;Ají molido Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.290;4
10687;2354;Albahaca en escama Productos del rio x 10g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;2.290;10
10688;9872;"Albahaca gourmet P&I; x 10g";"P&I;";Condimentos, caldos y sal;1.250;6
10689;3065;Anís en estrella Productos del Rio x 14 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;3.590;3
10690;9864;Anís estrellado  Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.290;10
10691;2793;Cilantro escama Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.290;7
10692;6035;Cilantro natural Productos del rio x 8g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;1.990;0
10693;3428;Clavo entero Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.260;5
10694;8708;Condimento orégano x 10g.;"P&I;";Condimentos, caldos y sal;1.250;5
10695;7735;Condimento paprika española x 20 g;"P&I;";Condimentos, caldos y sal;1.590;3
10696;8122;Crema knorr marinera x 62g;KNORR;Condimentos, caldos y sal;2.690;1
10697;9421;Curcuma molido Granaroma x 16  gr;GRANAROMA;Condimentos, caldos y sal;3.260;4
10698;7798;Cúrcuma natural Productos Del Rio x 20 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;3.490;0
10699;991;"Curry en polvo P&I; Gourmet x 20g";"P&I;";Condimentos, caldos y sal;1.790;0
10700;559;Curry natural Productos Del Rio x 20 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;3.490;10
10701;1012;Frasco Premium Ajo Puro 48 g - El Rey;EL REY;Condimentos, caldos y sal;6.190;9
10702;2804;Frasco Premium Color 60 g - El Rey;EL REY;Condimentos, caldos y sal;4.090;9
10703;4927;Frasco Premium Curry 44 g - El Rey;EL REY;Condimentos, caldos y sal;5.390;9
10704;2849;Frasco Premium Tricompleto 51 g - El Rey;EL REY;Condimentos, caldos y sal;4.090;5
10705;8318;Guiso casero con ranchero y trozos vegetales Fruco x 106 g;FRUCO;Condimentos, caldos y sal;1.490;6
10706;2456;Jengibre molido Granaroma x 16  gr;GRANAROMA;Condimentos, caldos y sal;3.290;3
10707;8193;Jengibre molido Producto del rio x 12g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;3.490;9
10708;3366;Laurel Granaroma x 10 gr;GRANAROMA;Condimentos, caldos y sal;3.790;7
10709;784;Laurel molido  Granaroma x 16  gr;GRANAROMA;Condimentos, caldos y sal;3.260;1
10710;9932;Linaza molida Aburrá x 250 g;ABURRA;Condimentos, caldos y sal;3.290;3
10711;4846;Mezcla Colorey colorantes zipper x90g;EL REY;Condimentos, caldos y sal;2.590;6
10712;6674;Mezcla condimentos Don Gustico x 45 g;DON GUSTICO;Condimentos, caldos y sal;1.490;8
10713;5433;Mezcla lista El Rey frijoles x 20g;EL REY;Condimentos, caldos y sal;1.290;4
10714;4719;Mezcla lista El Rey lentejas x 15g;EL REY;Condimentos, caldos y sal;1.390;8
10715;175;Mezcla para sopas  Granaroma x 20 gr;GRANAROMA;Condimentos, caldos y sal;3.990;8
10716;2100;Mezcla polvo Gustiarroz x 9 und x 144 g;GUSTIARROZ;Condimentos, caldos y sal;1.890;9
10717;287;Nuez moscada entera Granaroma x 10 gr;GRANAROMA;Condimentos, caldos y sal;3.180;8
10718;2789;Orégano molido Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.180;0
10719;3789;Orégano natural Productos del rio x 8g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;2.190;9
10720;6533;Paprika dulce molida Granaroma x 16  gr;GRANAROMA;Condimentos, caldos y sal;3.290;5
10721;9383;Paprika Mccormick X 60g;MCCORMICK;Condimentos, caldos y sal;5.990;10
10722;8149;Pasta ajo EL REY natural x250g;EL REY;Condimentos, caldos y sal;5.990;3
10723;2210;Perejil escama  Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.260;4
10724;5627;Perejil natural Productos del rio x 8g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;1.850;6
10725;2648;Pimentero Rey Ed Especial;EL REY;Condimentos, caldos y sal;6.590;0
10726;8315;"Pimienta roja tritura P&I; gourmet x 15 g";"P&I;";Condimentos, caldos y sal;1.650;6
10727;7938;Pimentero Rey Ed Especial;;Condimentos, caldos y sal;6.590;5
10728;7315;Pimienta roja tritura P&I gourmet x 15 g;P&I;Condimentos, caldos y sal;1.650;5
10729;3667;Rey Bolsa Ajo x55g - El Rey;EL REY;Condimentos, caldos y sal;1.390;9
10730;4866;Rey Bolsa Bicarbonato x 50g - El Rey;EL REY;Condimentos, caldos y sal;790;4
10731;749;Rey Bolsa Clavo Pepa x 9g- El Rey;EL REY;Condimentos, caldos y sal;1.450;7
10732;4543;Rey Bolsa Color x 55g- El Rey;EL REY;Condimentos, caldos y sal;1.450;3
10733;7812;Rey Bolsa Comino Molido x55 g - El Rey;EL REY;Condimentos, caldos y sal;2.050;9
10734;5213;Rey Bolsa Condiachiote x 60 g - El Rey;EL REY;Condimentos, caldos y sal;1.190;9
10735;7029;Rey Bolsa Condicompleto x 60 g - El Rey;EL REY;Condimentos, caldos y sal;2.490;4
10736;2626;Rey Bolsa Cúrcuma X 30 g - El Rey;EL REY;Condimentos, caldos y sal;2.290;0
10737;5485;Rey Bolsa Finas Hierbas X 15 g - El Rey;EL REY;Condimentos, caldos y sal;2.990;1
10738;2757;Rey Bolsa Laurel x 37g - El Rey;EL REY;Condimentos, caldos y sal;3.290;5
10739;7432;Rey Bolsa Orégano 10g - El Rey;EL REY;Condimentos, caldos y sal;1.590;6
10740;7525;Rey Bolsa Pimienta Molida x 60 g - El Rey;EL REY;Condimentos, caldos y sal;3.190;4
10741;4575;Rey Bolsa Salsina x 55g- El Rey;EL REY;Condimentos, caldos y sal;2.190;2
10742;7299;Rey Bolsa Tricompleto x 55g.- El Rey;EL REY;Condimentos, caldos y sal;1.990;6
10743;909;Rey Canela Astilla Chapeta x 11g - El Rey;EL REY;Condimentos, caldos y sal;2.290;8
10744;6899;Rey Canela Selección. Chapeta x 20g - El Rey;EL REY;Condimentos, caldos y sal;3.890;8
10745;3304;Rey Cebolla x 60g - El Rey;EL REY;Condimentos, caldos y sal;1.590;8
10746;8483;Rey Chapeta Supercanela x 30g- El Rey;EL REY;Condimentos, caldos y sal;4.390;6
10747;188;Rey Frasco Premium Hierbas Italianas x 18g - El Rey;EL REY;Condimentos, caldos y sal;6.590;3
10748;3070;Rey Frasco Premium Perejil 10 g - El Rey;EL REY;Condimentos, caldos y sal;6.590;1
10749;4451;Rey Frasco Salsa De Ajo x 155ml- El Rey;EL REY;Condimentos, caldos y sal;3.690;8
10750;9809;Rey Guiso Listo 100g- El Rey;EL REY;Condimentos, caldos y sal;1.890;10
10751;4619;Rey Pasta de Cebolla x 250g - El Rey;EL REY;Condimentos, caldos y sal;5.990;9
10752;4264;Rey Pastas Ajo x 250g- El Rey;EL REY;Condimentos, caldos y sal;5.990;0
10753;6341;Romero  Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.960;1
10754;4686;Sal de ajo x 10g;P&I;Condimentos, caldos y sal;1.090;6
10755;6723;Sal marina Refisal bolsa x 800 g;REFISAL;Condimentos, caldos y sal;2.490;3
10756;4189;Sal marina Refisal duopack x 800 g c-u precio especial;REFISAL;Condimentos, caldos y sal;4.990;5
10757;7313;Sal Refisal Marina x 800 g;REFISAL;Condimentos, caldos y sal;3.290;2
10758;7498;Sal Refisal marina x 465 g;REFISAL;Condimentos, caldos y sal;2.690;1
10759;2161;Sal Refisal marina cristal fino salero x 110 g;REFISAL;Condimentos, caldos y sal;1.150;2
10760;6661;Sal refisal parrillera tarro x 454g;REFISAL;Condimentos, caldos y sal;4.290;8
10761;9466;Sal Refisal Salero x 500 g;REFISAL;Condimentos, caldos y sal;2.590;8
10762;9937;Sal Refisal Salero x 130 g;REFISAL;Condimentos, caldos y sal;790;6
10763;6593;Sal Refisal Vital x 500 g;REFISAL;Condimentos, caldos y sal;6.590;10
10764;461;Sal Refisal Vital Salero x 120 g;REFISAL;Condimentos, caldos y sal;3.590;8
10765;2185;Sal vital  Refisal tarro x 500 g;REFISAL;Condimentos, caldos y sal;6.790;6
10766;4967;Sazonador para aves Productos del Rio x  25 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;3.990;7
10767;4698;Sazonador para pescados Productos del Rio  x 25 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;4.090;1
10768;5011;Sazonador para res Productos del Rio x  25 g;PRODUCTOS DEL RIO;Condimentos, caldos y sal;4.190;9
10769;9986;Sazonarey Chapeta 55g - El Rey;EL REY;Condimentos, caldos y sal;1.890;0
10770;4483;Sazonarey Zip 90g - Rey;EL REY;Condimentos, caldos y sal;2.450;2
10771;6364;Sazonatodo Maggi x 200 g;MAGGI;Condimentos, caldos y sal;4.290;2
10772;7755;Sazonatodo Maggi con especias naturales x 90 g.;MAGGI;Condimentos, caldos y sal;2.590;2
10773;2002;Tomillo Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.690;7
10774;9762;Tomillo hoja natural Productos del rio x 10g.;PRODUCTOS DEL RIO;Condimentos, caldos y sal;2.150;3
10775;4358;Tomillo molido Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.260;4
10776;9655;Yerbabuena Granaroma x 10 gr;GRANAROMA;Condimentos, caldos y sal;3.290;9
10777;7205;Bicarbonato de sodio El rey caja x 500g;EL REY;Condimentos, caldos y sal;6.390;5
10778;9929;Boldo Granaroma x 20 gr;GRANAROMA;Condimentos, caldos y sal;3.380;9
10779;4268;Bolsa Sal Refisal x 3000 g;REFISAL;Condimentos, caldos y sal;3.390;2
10780;28;Bolsa Sal Refisal x 1000 g;REFISAL;Condimentos, caldos y sal;1.390;3
10781;5454;Caldo Con Costilla Deshidratado Maggi Doble Gusto con Cilantro x8 cubos x 80 g.;MAGGI;Condimentos, caldos y sal;2.490;2
10782;4160;Caldo Con Costilla Deshidratado Maggi Doble Gusto con Cilantro x12 cubos x 120 g.;MAGGI;Condimentos, caldos y sal;3.990;3
10783;4263;Caldo Con Costilla Ricostilla x 12 und.x 132g.;RICOSTILLA;Condimentos, caldos y sal;3.003;0
10784;1399;Caldo Con Costillas Ricostilla x 8 und.x 88 g;RICOSTILLA;Condimentos, caldos y sal;1.673;3
10785;2606;Caldo de Costilla MAGGI® De La Huerta Caja x 10 Cubos;MAGGI;Condimentos, caldos y sal;3.790;4
10786;8534;Caldo De Gallina Deshidratado Maggi x 8 cubos x 88 g.;MAGGI;Condimentos, caldos y sal;2.350;6
10787;7823;Caldo De Gallina Deshidratado Maggi con especias sobre x 9 g.;MAGGI;Condimentos, caldos y sal;3.690;1
10788;7447;Caldo De Gallina Deshidratado Maggi Doble Gusto con especias x 8 cubos x 80 g.;MAGGI;Condimentos, caldos y sal;2.490;1
10789;4405;Caldo De Gallina Deshidratado Maggi Doble Gusto con especias x 12 cubos x 120 g.;MAGGI;Condimentos, caldos y sal;3.990;9
10790;1367;Caldo De Gallina Doña Gallina x 8 cubos x 11g c-u;DONA GALLINA;Condimentos, caldos y sal;1.715;10
10791;1988;Caldo De Gallina Doña Gallina x 12 und.x 132 g.;DONA GALLINA;Condimentos, caldos y sal;2.723;1
10792;5670;Caldo de Gallina Maggi desmenuzado Sobre x 9 g Pague 12 lleve 14;MAGGI;Condimentos, caldos y sal;3.690;7
10793;28;Caldo de Gallina MAGGI® De La Huerta Caja x 10 Cubos;MAGGI;Condimentos, caldos y sal;3.790;2
10794;7370;Caldo De Verduras Deshidratado Maggi Doble Gusto con Cilantro x12 cubos x 120 g.;MAGGI;Condimentos, caldos y sal;3.990;8
10795;6823;Caldo Dona Gallina desmenuzado x 9g c-u pague 9 lleve 12;DONA GALLINA;Condimentos, caldos y sal;2.790;9
10796;9146;Caldo Knorr costilla desmenchada sobre x 8 g c-u pague 10 lleve 12;KNORR;Condimentos, caldos y sal;3.190;2
10797;7995;Caldo Knorr gallina sobre x 8 g c-u pague 10 lleve 12;KNORR;Condimentos, caldos y sal;3.190;6
10798;7148;Caldo Maggi costilla especias desmenuzada x 12 sobres x 108g Gratis 2 sobres;MAGGI;Condimentos, caldos y sal;3.090;4
10799;655;Caldo Rico x 12und x 132g;CALDO RICO;Condimentos, caldos y sal;3.390;3
10800;2356;Caldo Ricostilla desmenuzado x 9g c-u pague 10 lleve 12;RICOSTILLA;Condimentos, caldos y sal;3.090;10
10801;5318;Canela Granaroma x 10 gr;GRANAROMA;Condimentos, caldos y sal;3.180;6
10802;1307;Canela molida Granaroma x 16 gr;GRANAROMA;Condimentos, caldos y sal;3.180;1
10803;8784;Canela Molida Rey x 30g;EL REY;Condimentos, caldos y sal;5.590;6
10804;2241;Aceituna Excelencia Rellena de anchoa;EXCELENCIA;Enlatados y conservas;4.950;9
10805;7482;Aceituna Excelencia Verde Manzana Pimentón frasco x 230g;EXCELENCIA;Enlatados y conservas;5.990;10
10806;1637;Aceituna Excelencia Verde Manzana Rodajas Frasco x 230g;EXCELENCIA;Enlatados y conservas;5.990;1
10807;4156;Aceituna negra con hueso Excelencia x 300 g;EXCELENCIA;Enlatados y conservas;6.590;7
10808;6356;Aceituna Rellena De Anchoa Excelencia;EXCELENCIA;Enlatados y conservas;5.390;3
10809;4677;Aceitunas Excelencia verde con hueso x 190 g;EXCELENCIA;Enlatados y conservas;2.990;4
10810;5795;Aceitunas Excelencia verde sin hueso x 190 g;EXCELENCIA;Enlatados y conservas;2.990;8
10811;230;Aceitunas Jalkidikis Verdes Olymp x 360g;OLYMP;Enlatados y conservas;5.990;2
10812;1877;Aceitunas JBO negras deshuesadas x 350 g;JBO MP;Enlatados y conservas;6.390;5
10813;8396;Aceitunas JBO negras hueso x 350 g;JBO MP;Enlatados y conservas;6.190;9
10814;3989;Aceitunas JBO verdes deshuesadas x 330g;JBO MP;Enlatados y conservas;6.390;0
10815;8475;Aceitunas JBO verdes hueso x 340 g;JBO MP;Enlatados y conservas;5.990;5
10816;6383;Aceitunas JBO verdes rellenas anchoa x 200 g;JBO MP;Enlatados y conservas;3.990;1
10817;1070;Aceitunas JBO verdes rellenas de salmón x 200 g;JBO MP;Enlatados y conservas;3.990;2
10818;4984;Aderezos antipasto x 250g;ADEREZOS;Enlatados y conservas;6.290;6
10819;3606;Alamar ensalada de atún con arroz x 130g;ALAMAR;Enlatados y conservas;2.812;9
10820;3530;Alamar ensalada de atún, champiñones y finas hierbas x 160g;ALAMAR;Enlatados y conservas;3.667;10
10821;2629;Alamar ensalada primavera x 160g;ALAMAR;Enlatados y conservas;3.367;10
10822;8410;Albondigas Zenú salsa x 5und x 162g;ZENU;Enlatados y conservas;4.490;4
10823;6538;Alcaparra En Vinagre x 250g Monarca;MONARCA;Enlatados y conservas;5.990;9
10824;5319;Alcaparra la Coruña Vinagre x 125g;LA CORUNA;Enlatados y conservas;3.890;9
10825;3381;Alcaparra La Coruña Vinagre x 250g;LA CORUNA;Enlatados y conservas;5.550;1
10826;1923;Arveja Con Zanahoria San Jorge x 300 g;SAN JORGE;Enlatados y conservas;3.090;8
10827;6236;Arveja en lata Natural Del Campo x 300 g;DEL CAMPO;Enlatados y conservas;2.690;10
10828;3956;Arveja La Coruña Natural x 600g;LA CORUNA;Enlatados y conservas;3.790;8
10829;5613;Arveja La Coruña Natural x 310g;LA CORUNA;Enlatados y conservas;2.590;9
10830;7413;Arveja Predilecta x 200 g;PREDILECTA;Enlatados y conservas;3.290;0
10831;7550;Arveja San Jorge Sabanera x 300g;SAN JORGE;Enlatados y conservas;2.890;8
10832;4755;Arveja San Jorge Zanahoria x 580 g;SAN JORGE;Enlatados y conservas;4.190;10
10833;3850;Arveja San Jorge zanahoria  x 2 und x 180 g c-u;SAN JORGE;Enlatados y conservas;4.990;4
10834;5892;Arveja Tierna San Jorga Lata x 300 g;SAN JORGE;Enlatados y conservas;4.790;9
10835;9293;Arvejas con Zanahoria Zenú x 300 g.;ZENU;Enlatados y conservas;3.190;5
10836;1375;Arvejas Zenú zanahoria lata x 2 und x 300g c-u precio especial;ZENU;Enlatados y conservas;4.990;2
10837;7540;Atún Alamar Delitun trocitos aceite vegetal x 140g;ALAMAR;Enlatados y conservas;3.517;0
10838;8299;Atún Alamar Delitun trocitos agua x 140g;ALAMAR;Enlatados y conservas;2.467;5
10839;4501;Atún Isabel Sanduchero en aceite Natural, Trozos de Atún x 170 g;ISABEL;Enlatados y conservas;4.890;1
10840;5106;Atún Jbo lomitos aceite oliva x 160g;JBO MP;Enlatados y conservas;4.990;7
10841;7507;Atún JBO lomo aceite soya x 170 g;JBO MP;Enlatados y conservas;4.190;9
10842;811;Atún JBO lomo agua x 170 g;JBO MP;Enlatados y conservas;3.990;1
10843;5645;Atún Van Camps Lomitos Aceite x 160g;VAN CAMPS;Enlatados y conservas;4.990;0
10844;7854;Atún Van Camps Lomitos Agua x 160g;VAN CAMPS;Enlatados y conservas;4.990;2
10845;2056;Champiñón entero JBO x 355 g;JBO MP;Enlatados y conservas;5.990;2
10846;8406;Champiñón laminado JBO x 355 g;JBO MP;Enlatados y conservas;5.990;6
10847;2882;Conserva Jbo pescado salsa tomate x 156g;JBO;Enlatados y conservas;2.390;1
10848;7087;Conserva Jbo pescado salsa tomate oval x 425g;JBO MP;Enlatados y conservas;4.190;2
10849;6744;Duraznos Almíbar Mitades Monteagle x 410 g;MONTEAGLE;Enlatados y conservas;3.990;1
10850;781;Duraznos Máxima almibar mitades x 820 g;MAXIMA MP;Enlatados y conservas;4.990;2
10851;7261;Ensalada atún x 160g alamar;ALAMAR;Enlatados y conservas;3.292;4
10852;5892;Ensalada de Atún Isabel con Vegetales y Maíz x 160 g;ISABEL;Enlatados y conservas;4.790;7
10853;237;Ensalada de Maíz y Champiñones Zenú x 220 g.;ZENU;Enlatados y conservas;3.890;6
10854;2449;Ensalada de Vegetales Zenú x 300 g.;ZENU;Enlatados y conservas;3.390;10
10855;172;Excelencia del olivar aceitunas verdes manzanilla rellenas de pimiento asado x 300 g;EXCELENCIA;Enlatados y conservas;5.990;8
10856;170;Frijol Respin Con Tocino x 580 g;RESPIN;Enlatados y conservas;6.790;9
10857;2719;Frijoles Refritos Bayos La Costeña X 400g;LA COSTENA;Enlatados y conservas;6.590;6
10858;7979;Garbanzo La Coruña natural x 310 g;LA CORUNA;Enlatados y conservas;2.590;7
